table;dur;birth;death;chngs;s@s;s@e;sAvg
accesslog;20;2;-;1;14;14;14.0
link;22;0;-;1;2;3;2.590909
member;22;0;-;0;2;2;2.0
nonempty;22;0;-;0;1;1;1.0
page;22;0;-;1;4;5;4.8636365
pref;22;0;-;5;2;4;3.2727273
rating;22;0;-;1;6;6;6.0
recent;22;0;-;0;4;4;4.0
session;22;0;-;1;4;4;4.0
user;8;0;7;0;2;2;2.0
version;22;0;-;0;6;6;6.0
