# oldVersion,newVersion,#oldTables,#newTables,#oldAttrs,newAttr,tableIns,tableDel,attrIns,attrDel,attrTypeAlt,keyAlt,totalAlt
rev_1.001.0.sql,rev_1.001.1.1.sql,14,14,75,75,0,0,0,0,0,0,0
rev_1.001.1.1.sql,rev_1.002.sql,14,14,75,75,0,0,0,0,0,0,0
rev_1.002.sql,rev_1.003.sql,14,14,75,75,0,0,0,0,0,0,0
rev_1.003.sql,rev_1.004.sql,14,14,75,75,0,0,0,0,0,0,0
rev_1.004.sql,rev_1.005.sql,14,15,75,80,1,0,5,0,0,0,0
rev_1.005.sql,rev_1.006.sql,15,15,80,80,0,0,0,0,0,0,0
rev_1.006.sql,rev_1.007.sql,15,15,80,81,0,0,1,0,0,0,0
rev_1.007.sql,rev_1.008.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.008.sql,rev_1.009.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.009.sql,rev_1.010.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.010.sql,rev_1.011.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.011.sql,rev_1.012.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.012.sql,rev_1.013.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.013.sql,rev_1.014.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.014.sql,rev_1.015.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.015.sql,rev_1.016.sql,15,15,81,81,0,0,0,0,0,0,0
rev_1.016.sql,rev_1.017.sql,15,14,81,77,0,1,0,5,0,0,0
rev_1.017.sql,rev_1.018.sql,14,14,77,77,0,0,0,0,0,0,0
rev_1.018.sql,rev_1.019.sql,14,14,77,78,0,0,1,0,0,0,0
rev_1.019.sql,rev_1.020.sql,14,14,78,80,0,0,2,0,0,0,0
rev_1.020.sql,rev_1.021.sql,14,14,80,80,0,0,0,0,0,0,0
rev_1.021.sql,rev_1.022.sql,14,15,80,84,1,0,4,0,0,0,0
rev_1.022.sql,rev_1.023.sql,15,17,84,94,2,0,10,0,0,0,0
rev_1.023.sql,rev_1.024.sql,17,18,94,98,1,0,4,0,0,0,0
rev_1.024.sql,rev_1.025.sql,18,19,98,101,1,0,3,0,0,0,0
rev_1.025.sql,rev_1.026.sql,19,19,101,101,0,0,0,0,0,0,0
rev_1.026.sql,rev_1.027.sql,19,19,101,102,0,0,1,0,0,0,0
rev_1.027.sql,rev_1.028.sql,19,20,102,105,1,0,3,0,0,0,0
rev_1.028.sql,rev_1.029.sql,20,20,105,105,0,0,0,0,0,0,0
rev_1.029.sql,rev_1.030.sql,20,20,105,105,0,0,0,0,1,0,1
rev_1.030.sql,rev_1.031.sql,20,19,105,102,0,1,0,3,0,0,0
rev_1.031.sql,rev_1.032.sql,19,19,102,104,0,0,2,0,0,0,0
rev_1.032.sql,rev_1.033.sql,19,19,104,105,0,0,1,0,0,0,0
rev_1.033.sql,rev_1.034.sql,19,19,105,105,0,0,0,0,2,0,2
rev_1.034.sql,rev_1.035.sql,19,19,105,105,0,0,0,0,0,0,0
rev_1.035.sql,rev_1.036.sql,19,20,105,107,1,0,2,0,0,0,0
rev_1.036.sql,rev_1.037.sql,20,20,107,108,0,0,1,0,0,0,0
rev_1.037.sql,rev_1.038.sql,20,20,108,107,0,0,0,2,0,0,0
rev_1.038.sql,rev_1.039.sql,20,20,107,109,0,0,2,0,0,0,0
rev_1.039.sql,rev_1.040.sql,20,20,109,110,0,0,1,0,0,0,0
rev_1.040.sql,rev_1.041.sql,20,22,110,115,2,0,5,0,0,0,0
rev_1.041.sql,rev_1.042.sql,22,22,115,116,0,0,1,0,0,0,0
rev_1.042.sql,rev_1.043.sql,22,22,116,117,0,0,1,0,0,0,0
rev_1.043.sql,rev_1.044.sql,22,22,117,118,0,0,1,0,0,0,0
rev_1.044.sql,rev_1.045.sql,22,22,118,118,0,0,1,2,0,0,0
rev_1.045.sql,rev_1.046.sql,22,22,118,118,0,0,0,0,0,0,0
rev_1.046.sql,rev_1.047.sql,22,23,118,122,1,0,4,0,0,0,0
rev_1.047.sql,rev_1.048.sql,23,23,122,122,0,0,0,0,1,0,1
rev_1.048.sql,rev_1.049.sql,23,23,122,122,0,0,0,0,0,0,0
rev_1.049.sql,rev_1.050.sql,23,23,122,123,0,0,1,0,0,0,0
rev_1.050.sql,rev_1.051.sql,23,23,123,123,0,0,0,0,3,0,3
rev_1.051.sql,rev_1.052.sql,23,24,123,127,1,0,4,0,0,0,0
rev_1.052.sql,rev_1.053.sql,24,24,127,128,0,0,1,0,0,0,0
rev_1.053.sql,rev_1.054.sql,24,23,128,124,0,1,0,6,0,0,0
rev_1.054.sql,rev_1.055.sql,23,23,124,125,0,0,1,0,0,0,0
rev_1.055.sql,rev_1.056.sql,23,23,125,126,0,0,3,4,0,0,0
rev_1.056.sql,rev_1.057.sql,23,23,126,126,0,0,0,0,0,0,0
rev_1.057.sql,rev_1.058.sql,23,24,126,129,1,0,3,0,0,0,0
rev_1.058.sql,rev_1.059.sql,24,24,129,130,0,0,1,0,0,0,0
rev_1.059.sql,rev_1.060.sql,24,24,130,133,0,0,3,0,0,0,0
rev_1.060.sql,rev_1.061.sql,24,24,133,133,0,0,0,0,0,0,0
rev_1.061.sql,rev_1.062.sql,24,24,133,133,0,0,0,0,0,0,0
rev_1.062.sql,rev_1.063.sql,24,27,133,150,3,0,17,0,0,0,0
rev_1.063.sql,rev_1.064.sql,27,27,150,150,0,0,0,0,1,0,1
rev_1.064.sql,rev_1.065.sql,27,28,150,153,1,0,3,0,0,0,0
rev_1.065.sql,rev_1.066.sql,28,28,153,154,0,0,1,0,0,1,1
rev_1.066.sql,rev_1.067.sql,28,25,154,137,0,3,0,17,0,0,0
rev_1.067.sql,rev_1.068.sql,25,25,137,138,0,0,1,0,0,0,0
rev_1.068.sql,rev_1.069.sql,25,27,138,142,2,0,4,0,0,0,0
rev_1.069.sql,rev_1.070.sql,27,27,142,142,0,0,0,0,0,0,0
rev_1.070.sql,rev_1.071.sql,27,27,142,142,0,0,0,0,0,0,0
rev_1.071.sql,rev_1.072.sql,27,25,142,133,0,2,0,9,0,0,0
rev_1.072.sql,rev_1.073.sql,25,25,133,133,0,0,0,0,0,0,0
rev_1.073.sql,rev_1.074.sql,25,26,133,137,1,0,4,0,0,0,0
rev_1.074.sql,rev_1.075.sql,26,26,137,138,0,0,1,0,0,0,0
rev_1.075.sql,rev_1.076.sql,26,26,138,140,0,0,2,0,0,0,0
rev_1.076.sql,rev_1.077.sql,26,26,140,140,0,0,0,0,1,0,1
rev_1.077.sql,rev_1.078.sql,26,26,140,141,0,0,1,0,0,0,0
rev_1.078.sql,rev_1.079.sql,26,28,141,152,2,0,11,0,0,0,0
rev_1.079.sql,rev_1.080.sql,28,28,152,153,0,0,1,0,0,0,0
rev_1.080.sql,rev_1.081.sql,28,28,153,155,0,0,2,0,0,0,0
rev_1.081.sql,rev_1.082.sql,28,29,155,158,1,0,7,5,0,0,0
rev_1.082.sql,rev_1.083.sql,29,29,158,159,0,0,2,1,0,1,1
rev_1.083.sql,rev_1.084.sql,29,29,159,160,0,0,1,0,0,0,0
rev_1.084.sql,rev_1.085.sql,29,30,160,166,1,0,6,0,0,0,0
rev_1.085.sql,rev_1.086.sql,30,30,166,167,0,0,1,0,0,0,0
rev_1.086.sql,rev_1.087.sql,30,30,167,168,0,0,1,0,0,0,0
rev_1.087.sql,rev_1.088.sql,30,30,168,171,0,0,4,2,0,0,0
rev_1.088.sql,rev_1.089.sql,30,31,171,178,1,0,7,0,0,0,0
rev_1.089.sql,rev_1.090.sql,31,31,178,179,0,0,1,0,0,0,0
rev_1.090.sql,rev_1.091.sql,31,30,179,173,0,1,2,9,0,0,0
rev_1.091.sql,rev_1.092.sql,30,32,173,177,2,0,4,0,0,0,0
rev_1.092.sql,rev_1.093.sql,32,32,177,179,0,0,2,0,0,0,0
rev_1.093.sql,rev_1.094.sql,32,32,179,179,0,0,0,0,0,0,0
rev_1.094.sql,rev_1.095.sql,32,32,179,180,0,0,1,0,0,0,0
rev_1.095.sql,rev_1.096.sql,32,33,180,185,1,0,5,0,0,0,0
rev_1.096.sql,rev_1.097.sql,33,33,185,186,0,0,1,0,0,0,0
rev_1.097.sql,rev_1.098.sql,33,33,186,190,0,0,4,0,0,0,0
rev_1.098.sql,rev_1.099.sql,33,33,190,190,0,0,0,0,0,0,0
rev_1.099.sql,rev_1.100.sql,33,33,190,190,0,0,0,0,0,4,4
rev_1.100.sql,rev_1.101.sql,33,33,190,191,0,0,1,0,0,0,0
rev_1.101.sql,rev_1.102.sql,33,34,191,195,1,0,4,0,0,0,0
rev_1.102.sql,rev_1.103.sql,34,34,195,196,0,0,1,0,0,0,0
rev_1.103.sql,rev_1.104.sql,34,34,196,199,0,0,3,0,0,0,0
rev_1.104.sql,rev_1.105.sql,34,34,199,204,0,0,5,0,0,0,0
rev_1.105.sql,rev_1.106.sql,34,34,204,207,0,0,3,0,1,0,1
rev_1.106.sql,rev_1.107.sql,34,35,207,213,1,0,6,0,0,0,0
rev_1.107.sql,rev_1.108.sql,35,35,213,213,0,0,0,0,0,0,0
rev_1.108.sql,rev_1.109.sql,35,35,213,212,0,0,0,2,0,0,0
rev_1.109.sql,rev_1.110.sql,35,35,212,215,0,0,3,0,0,0,0
rev_1.110.sql,rev_1.111.sql,35,36,215,217,1,0,2,0,0,0,0
rev_1.111.sql,rev_1.112.sql,36,37,217,224,1,0,7,0,0,0,0
rev_1.112.sql,rev_1.113.sql,37,37,224,225,0,0,1,0,0,2,2
rev_1.113.sql,rev_1.114.sql,37,37,225,225,0,0,0,0,0,0,0
rev_1.114.sql,rev_1.115.sql,37,37,225,226,0,0,1,0,0,0,0
rev_1.115.sql,rev_1.116.sql,37,37,226,227,0,0,1,0,0,0,0
rev_1.116.sql,rev_1.117.sql,37,37,227,227,0,0,0,0,0,0,0
rev_1.117.sql,rev_1.118.sql,37,37,227,227,0,0,0,0,1,0,1
rev_1.118.sql,rev_1.119.sql,37,37,227,227,0,0,0,0,0,0,0
rev_1.119.sql,rev_1.120.sql,37,37,227,227,0,0,0,0,0,0,0
rev_1.120.sql,rev_1.121.sql,37,38,227,230,1,0,3,0,0,0,0
rev_1.121.sql,rev_1.122.sql,38,38,230,231,0,0,1,0,0,0,0
rev_1.122.sql,rev_1.123.sql,38,38,231,234,0,0,3,0,0,0,0
rev_1.123.sql,rev_1.124.sql,38,38,234,235,0,0,1,0,0,0,0
rev_1.124.sql,rev_1.125.sql,38,39,235,239,1,0,4,0,0,0,0
rev_1.125.sql,rev_1.126.sql,39,39,239,241,0,0,2,0,0,0,0
