sha$~date$~branches
87abe52e2387f67b6d14706b9293a1db599b70e9$~1012181431"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-generated,  remotes/origin/biosql-release-1-0,  remotes/origin/master,  remotes/origin/post-capetown,
ffbde4db90f67c90b00c1ffde2eb634cc0ce632f$~1014631726"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,  remotes/origin/post-capetown,
3584d7b0537ffb1806dd5602b30d452339ed89d2$~1014707807"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,  remotes/origin/post-capetown,
a5811031e55664132b794b292b1149e626268c06$~1014889243"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,  remotes/origin/post-capetown,
f575cd5907f64b27fb8179b1922f4b765988e6fa$~1014901725"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,  remotes/origin/post-capetown,
e3ebdbdbc9cd104aea19b836c96ba01ddf97fc95$~1014975574"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,  remotes/origin/post-capetown,
01031e7579630bfe73ef9681b94cef910776068a$~1019860813"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,  remotes/origin/post-capetown,
ab3db3a59d978b4278737716a6246f23380e185c$~1020121353"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,  remotes/origin/post-capetown,
428e4f5dc25012d9bde939c286ac70a4ab82256a$~1024241394"$~  remotes/origin/post-capetown,
b938fcc2f79122cc32f48e8f00aa211473be9c5f$~1031164716"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
931601a2c213420101e7cbea456f525a01877e5c$~1031709232"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
77cb7484e2a4febb63a6433b30400886b27e9f79$~1031722998"$~  remotes/origin/bioperl-release-1-1-0,
1aca27a88cdc373d6c5a1986702b5d8475d3882f$~1031738288"$~  remotes/origin/bioperl-release-1-1-0,
4e4f575ab15cb37770ff229d5dd66c98148ce436$~1031816332"$~  remotes/origin/bioperl-release-1-1-0,
5383c96a0f74f5bfc154aae004b22383508e2116$~1031817528"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
8e49b2a1288ad275ff684e073e8f152e65a43c6f$~1032765746"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
1addf972434366e357894fe0aec237e3b8093ba0$~1033520952"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
8053c73eb0578378a080c177219d1309a183dde3$~1034036778"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
4358a723ec561023a0e559a9f5049a69f61d52b1$~1034619576"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
459c6ad9639cdb603169866188f6e78bac6d20a6$~1034907910"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
a620d738a9f2ae92028db3e43edac074c5c5172a$~1035067463"$~  remotes/origin/bioperl-release-1-1-0,
26c8d6e0c767f4a9da3e78e0a4944bcf64d93d63$~1035366075"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
2185e5812616caf0e3fbb6c1421c98f9ce31ad31$~1037042231"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
eea0aa46c257876c4652692fd8040a62c0f66f06$~1038213294"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
bf3301f242ca117be3a09b4bbbe6a4dbd5348257$~1039709880"$~  remotes/origin/bioperl-release-1-1-0,
86d3c8117e3d4fe60130a7937128d2d8f35a30ce$~1045468374"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
0e9d3bf27cff2115e693d77a936e7417c7a87493$~1045475435"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
41ee99328ad59dd8d7c763c92a7ca8f0cef7ebf0$~1045475436"$~
574223bcf950a802b8c01e3f99eeb4906ef8c7a5$~1045603387"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
ed5262a4655f066ff7180e09550e6d67c40b9bfa$~1045605692"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
8c01d69c5e603f638ee778897b989c3eb08918a9$~1045618809"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
3e77c1b5b07b5a4c1509d5edaa00abe7b0d04a3b$~1045626347"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
2f449bde1c8574b631bbc66798c9ca01a162ab33$~1045691561"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
63bf34cd7ddf32655b07393498e75ad2b52f4440$~1045699202"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
d9c77ce54f257990f51ee21e68cc6cefef3c2e95$~1047465289"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
7dd1f86bd78a25538dab9d20c837589c7be63af4$~1047466335"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
56d024bbb4ba05d65ab589c4e91b8a5bf92459db$~1047886539"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
8acc4bc994d3c2186d7c5cf613045b3b41608de4$~1047967554"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
b97584dc06fd2baf03788a241771a5e452549f65$~1048021292"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
bd20403669b663de1e758a79e8320003206c403f$~1049270935"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
0714fb4503d3308e8f8ef16ebc5897faa0bf764a$~1049813903"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
f3742a2f78329b155e2993bbd1f8b6c4875deed1$~1054073713"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
fd257f6f3c0cca3335739e24f5db263f7a381a28$~1054456376"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
f7a6d9ff599956192754ae91784dc2149c571455$~1054501384"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
3da8aec24d3874a11cf8250382091333d89af336$~1054782914"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
472950be4ca4f4dc51160b96e5e82aaf319d6b0b$~1096853196"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
ea4527fb978f0f398883d77e27d9bb47b22c2be8$~1099532981"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
97744bfa3e3e9fd0d3007b9b4e81f935cc1253f3$~1113801698"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
1a7b5f92cd34360036ff3942519cb013c5f2da0e$~1203569193"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
841d6910d924a779c5f50f798e82d1b991f0c57c$~1203613747"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/biosql-release-1-0,  remotes/origin/master,
0797880f660ee43918909fc3ea5b54cde18cac3a$~1203732725"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/master,
d572631d118751bb046793fbd4843dede834322d$~1203733325"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/master,
fa1b61d27eaed5a63263a9b115745cf578d01042$~1203741327"$~  remotes/origin/biosql-release-1-0,
2847b412a7c5988e43139569834819650889757d$~1217564276"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/master,
aa62c1e4c33adad1edfd9df387bacd9134a7ee25$~1217679725"$~  remotes/origin/biosql-release-1-0,
b898c99425ffd5864e4b20920fbc2ed53e4b5ce2$~1217680013"$~
f6697005c35976bb8744e9579390910f73e2945b$~1347272320"$~* master,  remotes/origin/HEAD -> origin/master,  remotes/origin/master,
