trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1169169353;1168995197.sql;1169169353.sql;35;35;307;307;0;0;0;0;0;0;0;0
2;1170114031;1169169353.sql;1170114031.sql;35;35;307;307;0;0;0;0;0;0;0;0
3;1170352158;1170114031.sql;1170352158.sql;35;35;307;307;0;0;0;0;0;0;0;0
4;1171760248;1170352158.sql;1171760248.sql;35;35;307;307;0;0;0;0;0;0;0;0
5;1172050166;1171760248.sql;1172050166.sql;35;35;307;307;0;0;0;0;0;0;0;0
6;1172050314;1172050166.sql;1172050314.sql;35;35;307;307;0;0;0;0;0;0;0;0
7;1172088171;1172050314.sql;1172088171.sql;35;35;307;307;0;0;0;0;0;0;0;0
8;1172185833;1172088171.sql;1172185833.sql;35;35;307;307;0;0;0;0;0;0;0;0
9;1172193123;1172185833.sql;1172193123.sql;35;35;307;307;0;0;0;0;0;0;0;0
10;1172295206;1172193123.sql;1172295206.sql;35;35;307;307;0;0;0;0;0;0;0;0
11;1172404068;1172295206.sql;1172404068.sql;35;35;307;307;0;0;0;0;0;0;0;0
12;1174408674;1172404068.sql;1174408674.sql;35;35;307;307;0;0;0;0;0;0;0;0
13;1174869153;1174408674.sql;1174869153.sql;35;35;307;307;0;0;0;0;0;0;0;0
14;1176049034;1174869153.sql;1176049034.sql;35;35;307;307;0;0;0;0;0;0;0;0
15;1176061868;1176049034.sql;1176061868.sql;35;35;307;307;0;0;0;0;0;0;0;0
16;1176193659;1176061868.sql;1176193659.sql;35;35;307;316;0;0;9;0;0;0;0;0
17;1176313472;1176193659.sql;1176313472.sql;35;35;316;316;0;0;0;0;0;0;0;0
18;1178048305;1176313472.sql;1178048305.sql;35;35;316;316;0;0;0;0;0;0;0;0
19;1178050311;1178048305.sql;1178050311.sql;35;35;316;316;0;0;0;0;0;0;0;0
20;1178187264;1178050311.sql;1178187264.sql;35;35;316;316;0;0;0;0;0;0;0;0
