#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags
31745,Security Guide,Task,"",Closed,Should have,Mention the risk of XSS in TypoScript,Michael Schams,"",2012-03-22 17:16,"",1.0.0,2011-11-11,"","",100,2011-11-11 03:18,"","",356150,"",""
31780,Security Guide,Task,"",Closed,Should have,"Change suggestions for chapter ""After an attack""",Michael Schams,Michael Schams,2012-03-22 17:16,"",1.0.0,2011-11-13,"","",100,2011-11-13 00:43,"","",357900,"",""
31846,Security Guide,Task,"",Closed,Should have,compromised systems may manipulate system status and logs entries,Michael Schams,Michael Schams,2012-03-22 17:16,"",1.0.0,2011-11-16,"","",100,2011-11-16 10:57,"","",361150,"",""
31849,Security Guide,Task,"",Closed,Should have,"Split ""HTML element"" and ""RTE""",Michael Schams,Michael Schams,2012-03-22 17:16,"",1.0.0,2011-11-16,"","",100,2011-11-16 11:04,"","",361300,"",""
31850,Security Guide,Task,"",Closed,Should have,Incident Handling of TYPO3 Core Issues,Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2011-11-16,"","",90,2011-11-16 11:08,"","",361350,"",""
31851,Security Guide,Task,"",Closed,Should have,Detect a hacked website: a hack on a perfect secure TYPO3 site,Michael Schams,Michael Schams,2012-03-22 17:16,"",1.0.0,2011-11-16,"","",100,2011-11-16 11:15,"","",361400,"",""
31852,Security Guide,Task,"",Resolved,Should have,Security Team can do reviews,Michael Schams,Michael Schams,2014-03-22 11:43,"",1.0.5,2011-11-16,"","",100,2011-11-16 11:19,"","",361450,"",""
31853,Security Guide,Task,"",Closed,Should have,Notify at login,Michael Schams,Michael Schams,2012-03-22 17:16,"",1.0.0,2011-11-16,"","",100,2011-11-16 11:50,"","",361500,"",""
31854,Security Guide,Task,"",Closed,Should have,Limit BE user access to specific IP addresses,Michael Schams,Michael Schams,2012-03-22 17:16,"",1.0.0,2011-11-16,"","",100,2011-11-16 11:52,"","",361550,"",""
31858,Security Guide,Task,"",Closed,Should have,Manipulated content invisible for human,Michael Schams,Michael Schams,2012-03-22 17:16,"",1.0.0,2011-11-16,"","",100,2011-11-16 13:21,"","",361750,"",""
31898,Templating Tutorial,Task,"",New,Should have,Integrate these notes concerning the TypoScript template,Chris topher,"",2011-11-17 23:53,"",1.0.0,2011-11-17,"","",0,2011-11-17 23:49,"","",363750,"",""
31899,Templating Tutorial,Task,"",New,Should have,When editing the TypoScript template: Make sure there is HTML code and TypoScript code,Chris topher,"",2011-11-17 23:53,"",1.0.0,2011-11-17,"","",0,2011-11-17 23:51,"","",363800,"",""
31900,Templating Tutorial,Task,"",Closed,Should have,Tell the user to create subpages on deeper levels,Chris topher,Christian Woebbeking,2013-02-01 09:42,"",1.0.0,2011-11-17,"","",0,2011-11-17 23:52,"","",363850,"",""
31901,Templating Tutorial,Task,"",New,Should have,Include screenshots of the frontend output?,Chris topher,"",2011-12-11 21:37,"",1.0.0,2011-11-18,"","",0,2011-11-18 00:16,"","",363900,"",""
31938,TypoScript Reference (TSref),Task,"",Closed,Should have,Add META.<key>.httpEquivalent property,Oliver Hader,Chris topher,2012-04-23 20:46,"",4.7.0,2011-11-18,"","",100,2011-11-18 19:12,"","",365750,"",""
31977,Security Guide,Task,"",Closed,Should have,"Do not ""test"" code/extensions/TS on a LIVE site",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2011-11-22,"","",90,2011-11-22 03:28,"","",367700,"",""
32087,Inside TYPO3,Task,"",Resolved,Should have,Point to the Security Guide,Chris topher,Chris topher,2014-07-08 14:27,"","",2011-11-25,"","",100,2011-11-25 14:40,"","",373100,"",""
32113,Security Guide,Task,"",Closed,Must have,Release version 1.0.0,Chris topher,Chris topher,2012-03-22 17:16,"",1.0.0,2011-11-27,"","",100,2011-11-27 13:24,"","",374350,"",""
32227,TypoScript Reference (TSref),Task,"",Closed,Must have,Release TSref for TYPO3 4.6,Chris topher,Chris topher,2011-12-02 14:56,"",4.6.0,2011-11-30,"","",100,2011-11-30 23:33,"","",380050,"",""
32259,Security Guide,Task,"",Closed,Should have,Make advice on SSL certificates more clear,Chris topher,Chris topher,2012-03-22 15:37,"","",2011-12-02,"","",100,2011-12-02 00:02,"","",381650,"",""
32260,Security Guide,Task,"",Closed,Should have,Make clear that information disclosure is not only about software related data,Chris topher,Michael Schams,2012-03-22 17:15,"",1.0.1,2011-12-02,"","",90,2011-12-02 00:04,"","",381700,"",""
32266,Security Guide,Task,"",Closed,Should have,"change URL in screenshot ""Directory Index""",Michael Schams,Michael Schams,2012-03-22 17:16,"",1.0.0,2011-12-02,"",0.50,100,2011-12-02 10:44,"","",382000,0.50,""
32279,wiki.typo3.org,Task,"",Resolved,Should have,SSO: Deactivate certain user settings,Chris topher,Chris topher,2011-12-14 22:15,"","",2011-12-02,"","",100,2011-12-02 23:14,"","",382650,"",""
32311,Security Guide,Task,"",Resolved,Should have,Mention warning_email_addr and warning_mode too,Philipp Gampe,Michael Schams,2012-12-07 18:10,"",1.0.2,2011-12-06,"","",100,2011-12-06 00:23,"","",384250,"",""
32320,TypoScript Reference (TSref),Task,"",Closed,Should have,Add documentation of config.pageTitleSeparator,Mario Rimann,Chris topher,2012-04-23 20:46,"",4.7.0,2011-12-06,"","",100,2011-12-06 09:06,"","",384700,"",""
32385,Security Guide,Task,"",Closed,Should have,"Tone of voice in paragraphs on ""Incident Handling"" and ""Difference between core and extensions""",Choong Wei Tjeng [Netcreators],Michael Schams,2012-03-22 17:15,"",1.0.1,2011-12-08,"","",90,2011-12-08 09:13,"","",387900,"",""
32386,Security Guide,Task,"",Closed,Should have,Unclarity in paragraph on Incident Handling,Choong Wei Tjeng [Netcreators],Michael Schams,2012-03-22 17:15,"",1.0.1,2011-12-08,"","",90,2011-12-08 09:21,"","",387950,"",""
32442,Templating Tutorial,Task,"",New,Should have,Improve how the HTML template looks like in Google Chrome,Chris topher,"",2011-12-11 19:01,"","",2011-12-11,"","",0,2011-12-11 19:01,"","",390750,"",""
32444,Templating Tutorial,Task,"",Closed,Must have,reST Document: Make sure to fix numbered lists,Chris topher,"",2013-02-01 09:44,"","",2011-12-11,"","",0,2011-12-11 20:36,"","",390850,"",""
32485,Templating Tutorial,Task,"",New,Should have,"Clearly separate part ""Learning"" from part ""Doing""",Chris topher,"",2011-12-12 22:23,"","",2011-12-12,"","",0,2011-12-12 22:19,"","",392800,"",""
32671,TypoScript Reference (TSref),Task,Feature #18618: stdWrap for HMENU maxItems & minItems & begin,Closed,Must have,"Add stdWrap for HMENU: maxItems, minItems & begin",Chris topher,Chris topher,2012-04-23 20:46,"",4.7.0,2011-12-18,"","",100,2011-12-18 17:44,"","",401800,"",""
32694,wiki.typo3.org,Task,"",Resolved,Should have,remove bugdays from frontpage,Ben van 't Ende,Chris topher,2012-03-08 13:48,"","",2011-12-19,"","",100,2011-12-19 15:32,"","",402950,"",""
32764,wiki.typo3.org,Task,"",Resolved,Should have,Check user sortable tables,Chris topher,Chris topher,2011-12-30 17:13,"","",2011-12-21,"","",100,2011-12-21 23:26,"","",406450,"",""
32765,wiki.typo3.org,Task,"",Resolved,Should have,Clicking a search suggestion does no longer open the according page,Chris topher,Chris topher,2011-12-23 13:25,"","",2011-12-21,"","",100,2011-12-21 23:33,"","",406500,"",""
32915,Security Guide,Task,"",Resolved,Should have,Mention the possibility of backdoors,Michael Schams,Michael Schams,2013-10-11 01:35,"",1.0.4,2012-01-02,"",0.50,100,2012-01-02 01:22,"","",413000,0.50,""
34137,TypoScript Reference (TSref),Task,"",Closed,Should have,"Add documentation for new cObject FILES (the FAL file cObject) and the new getText data type ""file""""",Ingmar Schlecht,Chris topher,2013-03-03 20:51,"",6.0,2012-02-21,"","",100,2012-02-21 13:13,"","",473050,"",""
34297,TypoScript Reference (TSref),Task,"",Closed,Should have,Update references to $TYPO3_CONF_VARS['BE']['forceCharset'],Steffen Ritter,Chris topher,2012-04-23 20:46,"",4.7.0,2012-02-26,"","",100,2012-02-26 20:37,"","",481000,"",""
34735,ReST tools,Task,"",Resolved,Should have,Initial upload of tools for OpenOffice to reST conversion,Martin Bless,Martin Bless,2012-03-14 09:12,"","",2012-03-11,"","",0,2012-03-11 15:35,"","",502200,"",""
34815,ReST tools,Task,"",Resolved,Should have,"Add a script ""the_little_rest_slicer"" to cut reST files into pieces",Martin Bless,Martin Bless,2012-03-14 09:11,"","",2012-03-13,"","",0,2012-03-14 00:04,"","",506200,"",""
34997,ReST tools,Task,"",Resolved,Should have,Add explanatory scripts,Martin Bless,Martin Bless,2012-03-19 14:30,"","",2012-03-19,"","",100,2012-03-19 12:12,"","",515200,"",""
34999,ReST tools,Task,"",Resolved,Should have,Update conversion tools,Martin Bless,Martin Bless,2012-03-19 14:30,"","",2012-03-19,"","",100,2012-03-19 12:36,"","",515300,"",""
35018,Security Guide,Task,"",Closed,Should have,Release version 1.0.1,Chris topher,Chris topher,2012-03-22 17:39,"",1.0.1,2012-03-19,"","",100,2012-03-19 19:40,"","",516250,"",""
35250,Localization Guide,Task,"",Closed,Should have,For TYPO3 4.7: Update references to $TYPO3_CONF_VARS['BE']['forceCharset'],Chris topher,"",2016-03-03 17:17,"","",2012-03-26,"","",100,2012-03-26 22:27,"","",527500,"",""
35251,TCA Reference,Task,"",Closed,Should have,For TYPO3 4.7: Update reference to $TYPO3_CONF_VARS['BE']['forceCharset'],Chris topher,Francois Suter,2012-04-23 22:18,"",4.7.0,2012-03-26,"","",100,2012-03-26 22:27,"","",527550,"",""
35252,Inside TYPO3,Task,"",Closed,Should have,For TYPO3 4.7: Update reference to $TYPO3_CONF_VARS['BE']['forceCharset'],Chris topher,"",2016-08-06 13:21,"",4.7.0,2012-03-26,"","",0,2012-03-26 22:27,"","",527600,"",""
35279,TypoScript Reference (TSref),Task,"",Closed,Should have,Release TSref for TYPO3 4.7,Chris topher,Chris topher,2012-04-23 20:46,"",4.7.0,2012-03-27,"","",100,2012-03-27 16:07,"","",528950,"",""
35280,TSconfig,Task,"",Closed,Should have,Release of TSconfig for TYPO3 4.7,Chris topher,Chris topher,2012-04-23 20:47,"",4.7.0,2012-03-27,"","",100,2012-03-27 16:09,"","",529000,"",""
35342,ReST tools,Task,"",Resolved,Should have,Add ResourcesForSphinxAndDocutils,Martin Bless,Martin Bless,2012-03-28 22:38,"","",2012-03-28,"","",0,2012-03-28 22:28,"","",531950,"",""
35385,TCA Reference,Task,"",Closed,Must have,Publish 4.7.0 version,Francois Suter,Francois Suter,2012-04-23 22:18,"",4.7.0,2012-03-30,2012-04-23,"",0,2012-03-30 11:29,"","",534100,"",""
35432,Documentation,Task,"",New,Should have,"Option ""Disable Popup Context Menus"" has been removed - check if manuals need update",Chris topher,"",2012-11-27 00:36,Manuals,"",2012-03-31,"","",0,2012-03-31 14:38,"","",536450,"",""
35445,TypoScript Reference (TSref),Task,"",Closed,Should have,Add information about in which major version new features were added,Chris topher,Chris topher,2012-04-23 20:46,"",4.7.0,2012-03-31,"","",100,2012-03-31 20:27,"","",537100,"",""
35446,TSconfig,Task,"",Closed,Should have,Add information about in which major version new features were added,Chris topher,Chris topher,2012-04-23 20:47,"",4.7.0,2012-03-31,"","",100,2012-03-31 20:28,"","",537150,"",""
35477,Official Doc Extension Template,Task,"",Resolved,Should have,Integrate Share font,Chris topher,Chris topher,2012-04-01 17:09,"",1.7.0,2012-04-01,"","",100,2012-04-01 16:52,"","",538650,"",""
36070,TSconfig,Task,"",Resolved,Should have,"Add description of options.pageTree.backgroundColor, which allows different background colors for page tree branches",Stefan Galinski,Christian Woebbeking,2012-10-30 23:36,"",6.0,2012-04-14,"","",100,2012-04-14 21:02,"","",567900,"",""
36083,TypoScript Reference (TSref),Task,"",Closed,Should have,"Mark these TypoScript options as removed: minifyJS, minifyCSS, noLinkUnderline, hover, hoverStyle and smallFormFields",Philipp Gampe,Chris topher,2013-03-03 20:51,"",6.0,2012-04-14,"","",100,2012-04-14 23:00,"","",568550,"",""
36416,TypoScript Reference (TSref),Task,"",Closed,Must have,Add note on deprecation of the cObject HTML,Chris topher,Chris topher,2012-04-23 20:46,"",4.7.0,2012-04-21,"","",100,2012-04-21 23:15,"","",584250,"",""
36417,TypoScript Reference (TSref),Task,"",Closed,Must have,Mark cObject HTML as removed,Chris topher,"",2013-03-03 20:51,"",6.0,2012-04-22,2012-04-22,"",100,2012-04-21 23:17,"","",584300,"",""
36422,TypoScript Reference (TSref),Task,"",Closed,Must have,"Add note on removal of value ""html_5"" for config.doctype",Chris topher,Chris topher,2012-04-23 20:46,"",4.7.0,2012-04-22,"","",100,2012-04-22 14:31,"","",584550,"",""
36424,TypoScript Syntax,Task,"",Closed,Must have,Do not use cObject HTML. Use cObject TEXT instead,Chris topher,Chris topher,2013-04-11 19:06,"","",2012-04-22,"","",100,2012-04-22 16:20,"","",584650,"",""
36425,Security Guide,Task,"",Resolved,Must have,Do not use cObject HTML. Use cObject TEXT instead,Chris topher,Michael Schams,2012-11-21 13:35,"",1.0.2,2012-04-22,2012-10-24,"",100,2012-04-22 16:26,"","",584700,"",""
36426,TypoScript in 45 Minutes,Task,"",Closed,Should have,Do not use cObject HTML. Use cObject TEXT instead,Chris topher,Chris topher,2013-02-25 22:58,"",6.0 (released as version 1.2.0,2012-04-22,"","",100,2012-04-22 16:30,"","",584750,"",""
36436,TypoScript Syntax,Task,"",Closed,Should have,Publish doc_core_ts for TYPO3 4.7,Chris topher,Chris topher,2013-04-11 19:06,"","",2012-04-22,"","",100,2012-04-22 19:37,"","",585250,"",""
36491,Documentation,Task,"",New,Should have,Use website to invite people to join the DocTeam,Chris topher,"",2012-05-23 22:30,Documentation on typo3.org,"",2012-04-23,"","",0,2012-04-23 21:58,"","",587850,"",""
36614,Coding Guidelines,Task,"",Resolved,Should have,Add hint for if construct in section whitespace,Stefano Kowalke,Francois Suter,2013-05-08 02:37,"","",2012-04-26,"","",100,2012-04-26 15:47,"","",593950,"",""
36631,Coding Guidelines,Task,"",Resolved,Should have,Note that configuration files should follow the CGL,Stefano Kowalke,Chris topher,2013-05-08 02:03,"",6.0.0,2012-04-26,"","",100,2012-04-26 20:11,"","",594800,"",""
36791,wiki.typo3.org,Task,"",Resolved,Should have,Update the Wiki to MediaWiki 1.19,Chris topher,Chris topher,2012-05-03 00:19,"","",2012-05-02,"","",100,2012-05-02 23:09,"","",602750,"",""
36961,TCA Reference,Task,"",Closed,Should have,Documentation [FEATURE] Enable further fields which are used for the suggest wizard,Tolleiv Nietsch,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-05-08,"","",100,2012-05-08 19:39,"","",611200,"",""
37213,Documentation,Task,"",Resolved,Must have,Migrate files from SVN to Git,Chris topher,"",2012-05-23 02:30,"","",2012-05-16,"","",100,2012-05-16 13:07,"","",623450,"",""
37332,Official Doc Extension Template,Task,"",Resolved,Should have,Migrate files from SVN to Git,Chris topher,Chris topher,2012-05-20 16:11,"","",2012-05-20,"","",100,2012-05-20 15:47,"","",629400,"",""
37333,Official Doc Extension Template,Task,"",Resolved,Should have,Remove doNotLoadInFE flag,Chris topher,"",2012-05-22 02:41,"","",2012-05-20,"","",100,2012-05-20 16:16,"","",629450,"",""
37334,Documentation,Task,"",Resolved,Should have,Clean up the repository,Chris topher,"",2012-06-13 18:30,"","",2012-05-20,"","",100,2012-05-20 16:17,"","",629500,"",""
37340,Documentation,Task,"",Resolved,Should have,Migrate files from SVN to Git,Chris topher,Chris topher,2012-05-23 11:25,"","",2012-05-20,"","",100,2012-05-20 20:58,"","",629800,"",""
37429,Documentation,Task,"",New,Must have,Update README.txt,Chris topher,"",2012-05-30 15:30,"","",2012-05-23,"","",0,2012-05-23 12:36,"","",634200,"",""
37722,Security Guide,Task,"",Resolved,Should have,Remove old code after a security update,Michael Schams,Michael Schams,2013-10-11 03:36,"",1.0.4,2012-06-04,"","",100,2012-06-04 06:22,"","",648800,"",""
37872,TYPO3 Skinning Reference,Task,"",Closed,Must have,Re-Import CLI scripts,Chris topher,Chris topher,2012-06-13 18:10,"","",2012-06-10,"","",100,2012-06-10 20:02,"","",656200,"",""
37873,Security Guide,Task,"",Closed,Must have,Re-Import image files ,Chris topher,Chris topher,2012-06-11 22:27,"","",2012-06-10,"","",100,2012-06-10 20:15,"","",656250,"",""
38026,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.19.1,Chris topher,Chris topher,2012-06-14 00:09,"","",2012-06-14,"","",100,2012-06-14 00:03,"","",663900,"",""
38327,Coding Guidelines,Task,"",Resolved,Should have,Remove information on XClasses,Chris topher,Chris topher,2013-05-14 16:37,"",6.0.0,2012-06-23,"","",100,2012-06-23 16:33,"","",678950,"",""
38490,Documentation,Task,"",New,Should have,TYPO3 6.0: temp_CACHED_* files have been moved to typo3temp/Cache/Code/cache_core,Chris topher,"",2013-08-22 14:36,"","",2012-06-29,"","",100,2012-06-29 17:52,"","",687000,0.00,""
38712,Core APIs,Task,"",Resolved,Must have,Document categorization API,Fabien Udriot,Francois Suter,2014-01-22 22:35,"",6.0,2012-07-06,"","",100,2012-07-06 14:34,"","",697950,"",""
39144,Documentation,Task,"",New,Should have,typo3conf/localconf.php has been replaced,Chris topher,"",2013-08-22 13:36,Manuals,"",2013-07-22,"","",100,2012-07-20 19:34,"","",719050,0.00,""
39468,TypoScript Reference (TSref),Task,"",Closed,Should have,Mark all config.stat* options as removed,Christian Kuhn,Chris topher,2013-10-14 11:51,"",6.0,2012-08-02,"","",100,2012-08-02 13:55,"","",735150,"",""
39561,TSconfig,Task,"",Resolved,Should have,pageTsconfig -> Web -> Page -> disablePageInformation,Christian Kuhn,Christian Woebbeking,2012-10-30 22:36,"",6.0,2012-08-06,"","",100,2012-08-06 19:38,"","",739800,"",""
39684,TypoScript Reference (TSref),Task,Task #48382: Non-rst documentation for display on docs.typo3.org,Resolved,Should have,stdWrap visual overview,Xavier Perseguers,Chris topher,2013-05-20 18:17,"","",2012-08-10,"","",100,2012-08-10 12:10,"","",745900,"",""
39737,TypoScript in 45 Minutes,Task,"",Closed,Should have,Add hint about TS Syntax,Francois Suter,Chris topher,2013-02-25 22:58,doc_tut_ts45,6.0 (released as version 1.2.0,2012-08-12,"","",100,2012-08-12 18:52,"","",748550,"",""
39810,ReST tools,Task,"",Resolved,Must have,Improve CSS of typo3sphinx theme,Martin Bless,Martin Bless,2012-08-14 23:13,"","",2012-08-14,"","",0,2012-08-14 22:19,"","",752000,"",""
39811,ReST tools,Task,"",Resolved,Must have,Put correct intersphinx mappings into GlobalSettings.yml,Martin Bless,Martin Bless,2012-08-17 00:13,"",Workflow automation,2012-08-14,"","",0,2012-08-14 23:15,"","",752050,"",""
39821,ReST tools,Task,"",Closed,Could have,Collect Links and Documentation about ReST tools,Martin Bless,Martin Bless,2014-12-05 18:23,"","",2012-08-15,"","",0,2012-08-15 10:06,"","",752550,"",""
39828,ReST tools,Task,"",Resolved,Must have,"Create ""standalone"" version of the OpenOffice to ReST (Sphinx structure) converter",Martin Bless,Martin Bless,2012-09-03 16:35,"",Workflow automation,2012-08-15,"","",100,2012-08-15 13:23,"","",752900,"",""
39840,ReStructured Text Infrastructure,Task,"",Resolved,Should have,Deploy documentation workflow to production,Fabien Udriot,Fabien Udriot,2012-08-29 20:20,"",Workflow automation,2012-08-15,"","",100,2012-08-15 17:39,"","",753500,"",""
39845,ReST tools,Task,"",Accepted,Could have,"Integrate the ""pyodconverter"" (manual.sxw -> manual.html) into RestTools.git",Martin Bless,Martin Bless,2012-08-15 23:15,"",Workflow automation,2012-08-15,"","",0,2012-08-15 23:15,"","",753750,"",""
39862,Documentation Rendering,Task,"",Resolved,Should have,Remove submodule TYPO3.DocsTools package,Fabien Udriot,Fabien Udriot,2012-08-20 11:01,"",Workflow automation,2012-08-16,"","",0,2012-08-16 15:05,"","",754600,"",""
39871,ReST tools,Task,"",Resolved,Should have,Change size of images in HTML rendered from OpenOffic.sxw to real size,Martin Bless,Martin Bless,2014-03-12 12:43,"","TYPO3, TER & typo3.org integ.",2012-08-16,"","",0,2012-08-16 20:59,"","",755050,"",""
39988,Documentation Rendering,Task,"",Resolved,Should have,Fine tune the Document Model,Fabien Udriot,Fabien Udriot,2012-08-24 19:52,"",Workflow automation,2012-08-15,"","",100,2012-08-20 11:07,"","",760850,"",""
40012,Documentation Rendering,Task,"",Resolved,Should have,Expose only the command Document,Fabien Udriot,Fabien Udriot,2012-08-21 10:49,"",Workflow automation,2012-08-20,"","",100,2012-08-21 10:11,"","",762050,"",""
40015,Documentation Rendering,Task,"",Resolved,Should have,Update reset command making use of exceeding arguments,Fabien Udriot,Fabien Udriot,2012-08-21 11:20,"",Workflow automation,2012-08-21,"","",100,2012-08-21 11:07,"","",762200,"",""
40019,Documentation Rendering,Task,"",Resolved,Should have,Integrate the scripts from RestTools package,Fabien Udriot,Fabien Udriot,2012-10-06 01:19,"",Workflow automation,2012-09-28,"",0.00,100,2012-08-21 12:47,"","",762400,0.00,""
40030,Documentation Rendering,Task,"",Resolved,Should have,Write documentation about the rendering system,Fabien Udriot,Fabien Udriot,2012-08-30 11:08,"",Workflow automation,2012-08-21,"","",100,2012-08-21 14:45,"","",762950,"",""
40104,ReST tools,Task,"",Resolved,Won't have this time,"Provide a rendering for the ""manual.sxw""s of core extensions",Martin Bless,Martin Bless,2013-08-03 16:03,"","TYPO3, TER & typo3.org integ.",2012-08-23,"","",0,2012-08-23 23:48,"","",766650,"",""
40105,ReST tools,Task,"",Closed,Should have,Provide a mod_rewrite rule that maps TYPO3/Extensions/Demo/ to .../Demo/1.2.3/,Martin Bless,Martin Bless,2014-03-12 12:21,"","TYPO3, TER & typo3.org integ.",2012-08-23,"","",0,2012-08-23 23:56,"","",766700,"",""
40130,Documentation Rendering,Task,"",Resolved,Should have,Make the job to be able to fetch the source,Fabien Udriot,Fabien Udriot,2012-08-24 17:28,"",Workflow automation,2012-08-24,"","",0,2012-08-24 17:24,"","",767950,"",""
40140,Documentation Rendering,Task,"",Resolved,Should have,Improve the logging class,Fabien Udriot,Fabien Udriot,2012-08-24 19:51,"",Workflow automation,2012-08-24,"","",100,2012-08-24 19:49,"","",768450,"",""
40381,Documentation Rendering,Task,"",Resolved,Should have,Make various improvement towards release 1.0.0 beta 1,Fabien Udriot,Fabien Udriot,2012-08-29 13:14,"",Workflow automation,2012-08-29,"","",100,2012-08-29 13:10,"","",778600,"",""
40560,ReST tools,Task,"",Resolved,Should have,Add typo3_docutils_styles.css to the repository,Martin Bless,Martin Bless,2012-09-04 00:00,"","TYPO3, TER & typo3.org integ.",2012-09-03,"","",100,2012-09-03 15:25,"","",787200,"",""
40576,Core APIs,Task,Bug #29248: Cannot use own translation with XLIFF,Closed,Should have,XLIFF translation files may be local,Xavier Perseguers,Francois Suter,2013-02-14 21:59,"",4.6.0,2012-09-04,"","",0,2012-09-04 09:05,"","",788000,"",""
40614,Documentation,Task,"",New,Must have,Language handling has been moved away from the EM to an own module,Chris topher,"",2012-09-04 18:01,Manuals,"",2012-09-04,"","",0,2012-09-04 17:59,"","",789600,"",""
40615,Documentation,Task,"",Resolved,Should have,Replace all class/function names with the corresponding new names,Chris topher,"",2014-03-29 15:10,Manuals,"",2012-10-21,"",0.50,100,2012-09-04 18:11,"","",789650,0.50,""
40616,wiki.typo3.org,Task,"",Resolved,Must have,Update MediaWiki to 1.19.2,Chris topher,Chris topher,2012-09-04 18:23,"","",2012-09-04,"","",100,2012-09-04 18:14,"","",789700,"",""
40617,wiki.typo3.org,Task,"",Resolved,Should have,Update SSO code,Chris topher,Chris topher,2012-09-04 18:37,"","",2012-09-04,"","",100,2012-09-04 18:22,"","",789750,"",""
40744,Core APIs,Task,"",Closed,Should have,Review structure after migration to ReST,Francois Suter,Francois Suter,2013-05-16 23:14,"",6.0,2012-09-20,"",0.00,100,2012-09-07 23:09,"","",795750,0.00,""
41135,Core APIs,Task,Task #40744: Review structure after migration to ReST,Closed,Must have,Clean up general structure and review first chapter,Francois Suter,Francois Suter,2013-01-11 09:44,"",6.0,2012-09-20,"","",100,2012-09-20 21:28,"","",814350,"",""
41289,Security Guide,Task,"",Resolved,Should have,Release version 1.0.2,Michael Schams,Chris topher,2012-12-07 18:26,"",1.0.2,2012-11-02,"",0.00,100,2012-09-23 14:30,"","",821850,0.00,""
41326,Documentation Rendering,Task,"",Resolved,Should have,Upgrade pointer for submodule RestTools ,Fabien Udriot,Fabien Udriot,2012-09-28 19:29,"",1.0.0dev,2012-09-24,"","",0,2012-09-24 19:49,"","",823600,"",""
41333,Coding Guidelines,Task,"",Resolved,Must have,Remove the rule of lower cased filenames from CGL,Stefano Kowalke,"",2012-10-05 23:34,"",6.0.0,2012-09-24,"","",100,2012-09-24 22:01,"","",823950,"",""
41376,ReST tools,Task,"",Resolved,Should have,"Create a commandline tools to decode inventory files ""objects.inv""",Martin Bless,Martin Bless,2014-12-05 18:21,"",Workflow automation,2012-09-26,"","",30,2012-09-26 09:57,"","",826100,"",""
41424,Documentation Rendering,Task,"",Resolved,Should have,Add  format string today_fmt to GlobalSettings.yml,Martin Bless,Martin Bless,2012-09-27 16:23,"",Output tuning and integration,2012-09-27,"","",0,2012-09-27 15:32,"","",828500,"",""
41575,TYPO3.Docs,Task,"",Resolved,Should have,Upgrade Framework towards TYPO3 Flow 2.0,Fabien Udriot,Karsten Dambekalns,2013-08-02 11:12,"","",2012-10-04,"","",100,2012-10-04 10:21,"","",835000,"",""
41576,Documentation Rendering,Task,"",Closed,Should have,Evaluate TYPO3 Surf to deploy the application,Fabien Udriot,Xavier Perseguers,2015-08-10 08:09,"","",2012-10-04,"","",100,2012-10-04 10:23,"","",835050,"",""
41577,Documentation Rendering,Task,"",Resolved,Should have,Render the whole documentation,Fabien Udriot,Xavier Perseguers,2013-09-16 19:38,"",Workflow automation,2012-10-04,"","",100,2012-10-04 10:24,"","",835100,"",""
41578,Documentation Rendering,Task,Task #40019: Integrate the scripts from RestTools package,Resolved,Should have,Add necessary routine to render official documentation,Fabien Udriot,Fabien Udriot,2012-10-04 22:30,"",1.0.0dev,2012-10-04,"","",100,2012-10-04 10:31,"","",835150,"",""
41580,Documentation Rendering,Task,"",Resolved,Should have,Install TYPO3 Sphinx theme on the server,Fabien Udriot,Fabien Udriot,2012-10-04 12:51,"",1.0.0dev,2012-10-04,"","",100,2012-10-04 11:00,"","",835250,"",""
41581,Documentation Rendering,Task,"",Resolved,Should have,Open Source the Chef Cookbook,Fabien Udriot,Fabien Udriot,2012-10-06 01:16,"",1.0.0dev,2012-10-04,"","",100,2012-10-04 11:01,"","",835300,"",""
41582,Documentation Rendering,Task,"",In Progress,Should have,Teach how to set up the server,Fabien Udriot,Xavier Perseguers,2015-08-10 08:05,"","",2012-10-04,"","",30,2012-10-04 11:03,"","",835350,"",""
41585,Documentation Rendering,Task,"",Resolved,Should have,Improve help message,Fabien Udriot,Fabien Udriot,2012-10-04 11:53,"",1.0.0dev,2012-10-04,"","",100,2012-10-04 11:50,"","",835500,"",""
41601,Documentation Rendering,Task,"",Resolved,Should have,Send notification if Exception is raised,Fabien Udriot,Fabien Udriot,2012-10-06 23:30,"",1.0.0dev,2012-10-04,"","",100,2012-10-04 22:18,"","",836150,"",""
41639,wiki.typo3.org,Task,"",Resolved,Must have,Adjust TYPO3 logos to the new design,Chris topher,Chris topher,2012-10-06 18:30,"","",2012-10-06,"","",0,2012-10-06 16:40,"","",837950,"",""
41643,Documentation Rendering,Task,"",Resolved,Should have,Improve Exception handling,Fabien Udriot,Fabien Udriot,2012-10-06 23:31,"",1.0.0dev,2012-10-06,"","",100,2012-10-06 21:19,"","",838150,"",""
