# oldVersion,newVersion,#oldTables,#newTables,#oldAttrs,newAttr,tableIns,tableDel,attrIns,attrDel,attrTypeAlt,keyAlt,totalAlt
rev_1.001.sql,rev_1.002.sql,62,63,632,633,2,1,6,6,0,0,0
rev_1.002.sql,rev_1.003.sql,63,63,633,633,0,0,0,0,2,0,2
rev_1.003.sql,rev_1.004.sql,63,63,633,633,0,0,0,0,0,0,0
rev_1.004.sql,rev_1.005.sql,63,63,633,634,0,0,1,0,0,0,0
rev_1.005.sql,rev_1.006.sql,63,63,634,633,0,0,0,1,0,0,0
rev_1.006.sql,rev_1.007.sql,63,63,633,634,0,0,1,0,0,0,0
rev_1.007.sql,rev_1.008.sql,63,63,634,633,0,0,0,1,0,0,0
rev_1.008.sql,rev_1.009.sql,63,63,633,633,0,0,0,0,0,0,0
rev_1.009.sql,rev_1.010.sql,63,63,633,634,0,0,1,0,0,0,0
rev_1.010.sql,rev_1.011.sql,63,63,634,634,0,0,0,0,0,0,0
rev_1.011.sql,rev_1.012.sql,63,63,634,635,0,0,3,3,1,0,1
rev_1.012.sql,rev_1.013.sql,63,63,635,636,0,0,1,0,2,0,2
rev_1.013.sql,rev_1.014.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.014.sql,rev_1.015.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.015.sql,rev_1.016.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.016.sql,rev_1.017.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.017.sql,rev_1.018.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.018.sql,rev_1.019.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.019.sql,rev_1.020.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.020.sql,rev_1.021.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.021.sql,rev_1.022.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.022.sql,rev_1.023.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.023.sql,rev_1.024.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.024.sql,rev_1.025.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.025.sql,rev_1.026.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.026.sql,rev_1.027.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.027.sql,rev_1.028.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.028.sql,rev_1.029.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.029.sql,rev_1.030.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.030.sql,rev_1.031.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.031.sql,rev_1.032.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.032.sql,rev_1.033.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.033.sql,rev_1.034.sql,63,63,636,636,0,0,0,0,0,0,0
rev_1.034.sql,rev_1.035.sql,63,63,636,637,0,0,1,0,0,0,0
rev_1.035.sql,rev_1.036.sql,63,63,637,637,0,0,0,0,0,0,0
rev_1.036.sql,rev_1.037.sql,63,63,637,637,0,0,0,0,0,0,0
rev_1.037.sql,rev_1.038.sql,63,63,637,637,0,0,0,0,0,0,0
rev_1.038.sql,rev_1.039.sql,63,63,637,638,0,0,1,0,0,0,0
rev_1.039.sql,rev_1.040.sql,63,63,638,638,0,0,0,0,0,0,0
rev_1.040.sql,rev_1.041.sql,63,63,638,638,0,0,0,0,0,0,0
rev_1.041.sql,rev_1.042.sql,63,64,638,654,1,0,16,0,0,0,0
rev_1.042.sql,rev_1.043.sql,64,64,654,654,0,0,0,0,0,0,0
rev_1.043.sql,rev_1.044.sql,64,64,654,654,0,0,0,0,0,0,0
rev_1.044.sql,rev_1.045.0.sql,64,64,654,654,0,0,0,0,6,0,6
rev_1.045.0.sql,rev_1.045.2.1.sql,64,64,654,654,0,0,0,0,1,0,1
rev_1.045.2.1.sql,rev_1.045.2.2.sql,64,64,654,654,0,0,0,0,0,0,0
rev_1.045.2.2.sql,rev_1.046.sql,64,64,654,654,0,0,0,0,0,0,0
rev_1.046.sql,rev_1.047.0.sql,64,64,654,654,0,0,0,0,0,0,0
rev_1.047.0.sql,rev_1.047.2.1.sql,64,64,654,655,0,0,1,0,0,0,0
rev_1.047.2.1.sql,rev_1.047.2.2.sql,64,64,655,655,0,0,0,0,0,0,0
rev_1.047.2.2.sql,rev_1.048.sql,64,64,655,655,0,0,0,0,0,0,0
rev_1.048.sql,rev_1.049.sql,64,64,655,655,0,0,0,0,0,0,0
rev_1.049.sql,rev_1.050.sql,64,64,655,655,0,0,0,0,0,0,0
rev_1.050.sql,rev_1.051.sql,64,65,655,671,1,0,16,0,0,0,0
rev_1.051.sql,rev_1.052.sql,65,65,671,672,0,0,1,0,0,0,0
rev_1.052.sql,rev_1.053.sql,65,65,672,672,0,0,0,0,0,0,0
rev_1.053.sql,rev_1.054.sql,65,65,672,672,0,0,0,0,0,0,0
rev_1.054.sql,rev_1.055.sql,65,65,672,672,0,0,0,0,0,0,0
rev_1.055.sql,rev_1.056.0.sql,65,65,672,672,0,0,0,0,0,0,0
rev_1.056.0.sql,rev_1.056.2.1.sql,65,65,672,659,1,1,3,16,0,0,0
rev_1.056.2.1.sql,rev_1.056.2.2.sql,65,65,659,659,0,0,0,0,0,0,0
rev_1.056.2.2.sql,rev_1.057.sql,65,66,659,675,1,0,16,0,1,0,1
rev_1.057.sql,rev_1.058.0.sql,66,66,675,675,0,0,0,0,0,0,0
rev_1.058.0.sql,rev_1.058.2.1.sql,66,9,675,32,3,60,19,662,0,1,1
rev_1.058.2.1.sql,rev_1.059.sql,9,66,32,675,60,3,662,19,0,1,1
rev_1.059.sql,rev_1.060.sql,66,66,675,675,0,0,0,0,0,0,0
rev_1.060.sql,rev_1.061.sql,66,66,675,675,0,0,0,0,0,0,0
rev_1.061.sql,rev_1.062.sql,66,65,675,659,0,1,0,16,0,0,0
rev_1.062.sql,rev_1.063.sql,65,65,659,659,0,0,0,0,0,0,0
rev_1.063.sql,rev_1.064.sql,65,65,659,659,0,0,0,0,0,0,0
rev_1.064.sql,rev_1.065.sql,65,9,659,32,3,59,19,646,0,1,1
rev_1.065.sql,rev_1.066.sql,9,9,32,38,0,0,7,2,1,0,1
rev_1.066.sql,rev_1.067.sql,9,66,38,676,60,3,662,24,0,1,1
rev_1.067.sql,rev_1.068.sql,66,66,676,676,0,0,0,0,0,0,0
rev_1.068.sql,rev_1.069.sql,66,67,676,691,1,0,16,2,0,0,0
rev_1.069.sql,rev_1.070.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.070.sql,rev_1.071.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.071.sql,rev_1.072.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.072.sql,rev_1.073.sql,67,67,691,691,0,0,0,0,2,0,2
rev_1.073.sql,rev_1.074.0.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.074.0.sql,rev_1.074.4.1.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.074.4.1.sql,rev_1.074.4.2.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.074.4.2.sql,rev_1.074.4.3.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.074.4.3.sql,rev_1.074.4.4.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.074.4.4.sql,rev_1.074.4.5.sql,67,67,691,691,0,0,0,0,0,0,0
rev_1.074.4.5.sql,rev_1.075.sql,67,67,691,693,0,0,2,0,0,0,0
rev_1.075.sql,rev_1.076.sql,67,67,693,693,0,0,0,0,0,0,0
rev_1.076.sql,rev_1.077.sql,67,67,693,698,0,0,8,6,0,0,0
rev_1.077.sql,rev_1.078.sql,67,67,698,698,0,0,0,0,0,0,0
rev_1.078.sql,rev_1.079.sql,67,67,698,697,0,0,0,2,0,0,0
rev_1.079.sql,rev_1.080.sql,67,66,697,695,0,1,0,2,0,0,0
rev_1.080.sql,rev_1.081.sql,66,66,695,694,0,0,0,2,0,0,0
rev_1.081.sql,rev_1.082.sql,66,66,694,694,0,0,0,0,0,0,0
rev_1.082.sql,rev_1.083.sql,66,66,694,694,0,0,0,0,0,0,0
rev_1.083.sql,rev_1.084.sql,66,66,694,694,0,0,0,0,0,0,0
rev_1.084.sql,rev_1.085.sql,66,66,694,694,0,0,0,0,0,0,0
rev_1.085.sql,rev_1.086.sql,66,66,694,694,0,0,0,0,0,0,0
rev_1.086.sql,rev_1.087.sql,66,66,694,702,0,0,9,2,0,0,0
rev_1.087.sql,rev_1.088.sql,66,66,702,702,0,0,0,0,0,0,0
rev_1.088.sql,rev_1.089.sql,66,66,702,702,0,0,0,0,0,0,0
rev_1.089.sql,rev_1.090.sql,66,66,702,702,0,0,0,0,0,0,0
rev_1.090.sql,rev_1.091.sql,66,66,702,704,0,0,2,0,0,0,0
rev_1.091.sql,rev_1.092.sql,66,66,704,705,0,0,1,0,0,0,0
rev_1.092.sql,rev_1.093.sql,66,66,705,705,0,0,0,0,0,0,0
rev_1.093.sql,rev_1.094.sql,66,66,705,705,0,0,0,0,0,0,0
rev_1.094.sql,rev_1.095.sql,66,66,705,691,0,0,4,18,0,0,0
rev_1.095.sql,rev_1.096.sql,66,66,691,691,0,0,0,0,0,0,0
rev_1.096.sql,rev_1.097.sql,66,66,691,705,0,0,18,8,0,0,0
rev_1.097.sql,rev_1.098.0.sql,66,66,705,691,0,0,6,21,0,0,0
rev_1.098.0.sql,rev_1.098.2.1.sql,66,66,691,691,0,0,0,0,0,0,0
rev_1.098.2.1.sql,rev_1.098.2.2.sql,66,66,691,691,0,0,0,0,0,0,0
rev_1.098.2.2.sql,rev_1.099.sql,66,66,691,691,0,0,0,0,0,0,0
rev_1.099.sql,rev_1.100.sql,66,66,691,693,0,0,2,0,0,0,0
rev_1.100.sql,rev_1.101.sql,66,67,693,707,2,1,34,25,0,0,0
rev_1.101.sql,rev_1.102.sql,67,67,707,707,0,0,0,0,0,0,0
rev_1.102.sql,rev_1.103.sql,67,67,707,707,0,0,0,0,0,0,0
rev_1.103.sql,rev_1.104.sql,67,68,707,722,1,0,15,0,0,0,0
rev_1.104.sql,rev_1.105.sql,68,68,722,722,0,0,0,0,0,0,0
rev_1.105.sql,rev_1.106.sql,68,68,722,722,0,0,0,0,0,0,0
rev_1.106.sql,rev_1.107.sql,68,69,722,737,1,0,15,0,0,0,0
rev_1.107.sql,rev_1.108.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.108.sql,rev_1.109.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.109.sql,rev_1.110.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.110.sql,rev_1.111.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.111.sql,rev_1.112.0.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.112.0.sql,rev_1.112.2.1.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.112.2.1.sql,rev_1.112.2.2.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.112.2.2.sql,rev_1.112.2.3.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.112.2.3.sql,rev_1.112.2.4.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.112.2.4.sql,rev_1.112.2.5.sql,69,69,737,737,0,0,0,0,0,0,0
rev_1.112.2.5.sql,rev_1.112.2.6.sql,69,69,737,737,0,0,0,0,0,0,0
