Date;hash;release
1029268270;2c18dd1e667204991fafb756b396366ffb3ebb6b;refs/tags/GNF-v0_01
1043830481;637779b07f433dfaacc2b4d846bf3d8921c6bf18;refs/tags/GNF-v0_10
1043830698;541c87a4f0da67053e2dfe4da9b8ad95a97c79c4;refs/tags/GNF-v0_11
1054175518;46145956266ad87f014b347ad87a8dc62240d651;refs/tags/GNF-v0_90
1054604405;4b661094698276816ab369cb93b7f89e241c85a2;refs/tags/GNF-v0_91
1054605160;dc7a6f99de39851718f956929edf0ac8ed61d42a;refs/tags/GNF-v0_92
1054870349;286c9816a029bf31abac80fec28369fd374cd69d;refs/tags/GNF-v0_93
1055370628;7b2dcaf1e9b35b9b71201005148ba11f849bdd85;refs/tags/GNF-v0_94
1055380144;8662ac3f3b1cf66d42f2f15133a537db97e0273c;refs/tags/GNF-v0_95
1056500386;857b5ba2eba5892e9633940e37231ac8b9c8b2a9;refs/tags/GNF-v0_96
1057637751;4c3e9c59ba9712829cd93b9678449e1952c948c1;refs/tags/GNF-v0_97
1057706835;08221de0a31a3da0d320db9aa158086708757404;refs/tags/GNF-v0_98
1096855873;ed0afcd813b553ea029dfbd486da91a97c33b9d1;refs/tags/GNF-v0_99
1045475436;41ee99328ad59dd8d7c763c92a7ca8f0cef7ebf0;refs/tags/before-singapore-change
1034622369;f7771b9319c77a1256449e8ded5c4887ec019189;refs/tags/biosql-generated-sql-0-01
1204758972;17777bb5c74541a5b77d8c9ea6cc292bdfb2d4c5;refs/tags/biosql-release-1-0-0
1217685237;c2db1d049bc28f5e6e087ada494a4f2325c7f98c;refs/tags/biosql-release-1-0-1
1014707807;3584d7b0537ffb1806dd5602b30d452339ed89d2;refs/tags/odba-initial-schema-working
