Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity)	timeLagOverSchema	srcLagOverSchema
0	14	171	0.0	1.0	0.9144385026737968	1.0	0.08556149732620322	
1	0	16	1.0	1.0	1.0	0.0	0.0	
