Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity)	timeLagOverSchema	srcLagOverSchema
0	0	16	0.0	0.0	0.007029876977152899	0.0	-0.007029876977152899	
1	0	62	0.018867924528301886	0.0	0.03427065026362039	-0.018867924528301886	-0.03427065026362039	
2	0	11	0.03773584905660377	0.0	0.03910369068541301	-0.03773584905660377	-0.03910369068541301	
3	0	6	0.05660377358490566	0.0	0.04173989455184535	-0.05660377358490566	-0.04173989455184535	
4	0	30	0.07547169811320754	0.0	0.054920913884007036	-0.07547169811320754	-0.054920913884007036	
5	0	6	0.09433962264150944	0.0	0.057557117750439375	-0.09433962264150944	-0.057557117750439375	
6	0	1	0.11320754716981132	0.0	0.05799648506151143	-0.11320754716981132	-0.05799648506151143	
7	0	77	0.1320754716981132	0.0	0.09182776801405976	-0.1320754716981132	-0.09182776801405976	
8	0	414	0.1509433962264151	0.0	0.27372583479789103	-0.1509433962264151	-0.27372583479789103	
9	27	731	0.16981132075471697	0.574468085106383	0.5949033391915641	0.4046567643516661	-0.020435254085181098	
10	1	147	0.18867924528301888	0.5957446808510639	0.6594903339191565	0.40706543556804503	-0.06374565306809254	
11	16	230	0.20754716981132076	0.9361702127659575	0.7605448154657294	0.7286230429546368	0.17562539730022808	
12	2	77	0.22641509433962265	0.9787234042553191	0.7943760984182777	0.7523083099156964	0.1843473058370414	
13	1	32	0.24528301886792453	1.0	0.8084358523725835	0.7547169811320755	0.19156414762741647	
14	0	19	0.2641509433962264	1.0	0.8167838312829526	0.7358490566037736	0.18321616871704738	
15	0	34	0.2830188679245283	1.0	0.8317223198594025	0.7169811320754718	0.16827768014059752	
16	0	48	0.3018867924528302	1.0	0.8528119507908611	0.6981132075471699	0.14718804920913886	
17	0	65	0.32075471698113206	1.0	0.8813708260105448	0.679245283018868	0.11862917398945516	
18	0	95	0.33962264150943394	1.0	0.9231107205623902	0.6603773584905661	0.07688927943760981	
19	0	39	0.3584905660377358	1.0	0.9402460456942003	0.6415094339622642	0.05975395430579966	
20	0	5	0.37735849056603776	1.0	0.9424428822495606	0.6226415094339622	0.05755711775043937	
21	0	1	0.39622641509433965	1.0	0.9428822495606327	0.6037735849056604	0.05711775043936729	
22	0	8	0.41509433962264153	1.0	0.9463971880492091	0.5849056603773585	0.05360281195079086	
23	0	3	0.4339622641509434	1.0	0.9477152899824253	0.5660377358490566	0.05228471001757473	
24	0	4	0.4528301886792453	1.0	0.9494727592267135	0.5471698113207547	0.05052724077328652	
25	0	12	0.4716981132075472	1.0	0.9547451669595781	0.5283018867924528	0.04525483304042188	
26	0	46	0.49056603773584906	1.0	0.9749560632688927	0.5094339622641509	0.025043936731107275	
27	0	3	0.5094339622641509	1.0	0.9762741652021089	0.49056603773584906	0.023725834797891143	
28	0	1	0.5283018867924528	1.0	0.9767135325131809	0.4716981132075472	0.023286467486819062	
29	0	3	0.5471698113207547	1.0	0.9780316344463971	0.4528301886792453	0.02196836555360293	
30	0	0	0.5660377358490566	1.0	0.9780316344463971	0.4339622641509434	0.02196836555360293	
31	0	0	0.5849056603773585	1.0	0.9780316344463971	0.41509433962264153	0.02196836555360293	
32	0	8	0.6037735849056604	1.0	0.9815465729349735	0.39622641509433965	0.018453427065026506	
33	0	4	0.6226415094339622	1.0	0.9833040421792617	0.37735849056603776	0.016695957820738294	
34	0	15	0.6415094339622641	1.0	0.9898945518453426	0.3584905660377359	0.010105448154657415	
35	0	7	0.660377358490566	1.0	0.9929701230228469	0.339622641509434	0.007029876977153071	
36	0	0	0.6792452830188679	1.0	0.9929701230228469	0.3207547169811321	0.007029876977153071	
37	0	5	0.6981132075471698	1.0	0.9951669595782072	0.30188679245283023	0.004833040421792778	
38	0	1	0.7169811320754716	1.0	0.9956063268892793	0.28301886792452835	0.004393673110720697	
39	0	0	0.7358490566037735	1.0	0.9956063268892793	0.26415094339622647	0.004393673110720697	
40	0	0	0.7547169811320755	1.0	0.9956063268892793	0.24528301886792447	0.004393673110720697	
41	0	0	0.7735849056603774	1.0	0.9956063268892793	0.2264150943396226	0.004393673110720697	
42	0	0	0.7924528301886793	1.0	0.9956063268892793	0.2075471698113207	0.004393673110720697	
43	0	7	0.8113207547169812	1.0	0.9986818980667836	0.18867924528301883	0.0013181019332163535	
44	0	0	0.8301886792452831	1.0	0.9986818980667836	0.16981132075471694	0.0013181019332163535	
45	0	0	0.8490566037735849	1.0	0.9986818980667836	0.15094339622641506	0.0013181019332163535	
46	0	0	0.8679245283018868	1.0	0.9986818980667836	0.13207547169811318	0.0013181019332163535	
47	0	0	0.8867924528301887	1.0	0.9986818980667836	0.1132075471698113	0.0013181019332163535	
48	0	0	0.9056603773584906	1.0	0.9986818980667836	0.09433962264150941	0.0013181019332163535	
49	0	0	0.9245283018867925	1.0	0.9986818980667836	0.07547169811320753	0.0013181019332163535	
50	0	0	0.9433962264150944	1.0	0.9986818980667836	0.05660377358490565	0.0013181019332163535	
51	0	0	0.9622641509433962	1.0	0.9986818980667836	0.037735849056603765	0.0013181019332163535	
52	0	0	0.9811320754716981	1.0	0.9986818980667836	0.018867924528301883	0.0013181019332163535	
53	0	3	1.0	1.0	0.9999999999999998	0.0	2.220446049250313E-16	
