Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity)	timeLagOverSchema	srcLagOverSchema
0	41	139	0.0	0.9761904761904762	0.7277486910994765	0.9761904761904762	0.24844178509099968	
1	0	3	0.05	0.9761904761904762	0.743455497382199	0.9261904761904761	0.2327349788082772	
2	0	15	0.1	0.9761904761904762	0.8219895287958116	0.8761904761904762	0.1542009473946646	
3	1	2	0.15	1.0	0.8324607329842932	0.85	0.16753926701570676	
4	0	0	0.2	1.0	0.8324607329842932	0.8	0.16753926701570676	
5	0	0	0.25	1.0	0.8324607329842932	0.75	0.16753926701570676	
6	0	15	0.3	1.0	0.9109947643979058	0.7	0.08900523560209417	
7	0	4	0.35	1.0	0.9319371727748692	0.65	0.0680628272251308	
8	0	3	0.4	1.0	0.9476439790575917	0.6	0.05235602094240832	
9	0	0	0.45	1.0	0.9476439790575917	0.55	0.05235602094240832	
10	0	0	0.5	1.0	0.9476439790575917	0.5	0.05235602094240832	
11	0	0	0.55	1.0	0.9476439790575917	0.44999999999999996	0.05235602094240832	
12	0	0	0.6	1.0	0.9476439790575917	0.4	0.05235602094240832	
13	0	0	0.65	1.0	0.9476439790575917	0.35	0.05235602094240832	
14	0	0	0.7	1.0	0.9476439790575917	0.30000000000000004	0.05235602094240832	
15	0	0	0.75	1.0	0.9476439790575917	0.25	0.05235602094240832	
16	0	0	0.8	1.0	0.9476439790575917	0.19999999999999996	0.05235602094240832	
17	0	0	0.85	1.0	0.9476439790575917	0.15000000000000002	0.05235602094240832	
18	0	0	0.9	1.0	0.9476439790575917	0.09999999999999998	0.05235602094240832	
19	0	0	0.95	1.0	0.9476439790575917	0.050000000000000044	0.05235602094240832	
20	0	10	1.0	1.0	1.0	0.0	0.0	
