Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity)	timeLagOverSchema	srcLagOverSchema
0	0	230	0.0	0.0	0.2715466351829988	0.0	-0.2715466351829988	
1	0	13	0.03125	0.0	0.28689492325855964	-0.03125	-0.28689492325855964	
2	0	157	0.0625	0.0	0.4722550177095632	-0.0625	-0.4722550177095632	
3	0	35	0.09375	0.0	0.51357733175915	-0.09375	-0.51357733175915	
4	0	12	0.125	0.0	0.5277449822904369	-0.125	-0.5277449822904369	
5	87	33	0.15625	0.7909090909090909	0.5667060212514758	0.6346590909090909	0.22420306965761505	
6	4	111	0.1875	0.8272727272727273	0.6977567886658796	0.6397727272727273	0.12951593860684762	
7	0	10	0.21875	0.8272727272727273	0.7095631641086187	0.6085227272727273	0.11770956316410852	
8	0	0	0.25	0.8272727272727273	0.7095631641086187	0.5772727272727273	0.11770956316410852	
9	0	0	0.28125	0.8272727272727273	0.7095631641086187	0.5460227272727273	0.11770956316410852	
10	0	1	0.3125	0.8272727272727273	0.7107438016528926	0.5147727272727273	0.11652892561983463	
11	0	11	0.34375	0.8272727272727273	0.7237308146399056	0.48352272727272727	0.10354191263282164	
12	0	11	0.375	0.8272727272727273	0.7367178276269186	0.45227272727272727	0.09055489964580865	
13	0	2	0.40625	0.8272727272727273	0.7390791027154664	0.42102272727272727	0.08819362455726087	
14	0	0	0.4375	0.8272727272727273	0.7390791027154664	0.38977272727272727	0.08819362455726087	
15	0	0	0.46875	0.8272727272727273	0.7390791027154664	0.35852272727272727	0.08819362455726087	
16	0	0	0.5	0.8272727272727273	0.7390791027154664	0.32727272727272727	0.08819362455726087	
17	0	0	0.53125	0.8272727272727273	0.7390791027154664	0.29602272727272727	0.08819362455726087	
18	0	0	0.5625	0.8272727272727273	0.7390791027154664	0.26477272727272727	0.08819362455726087	
19	0	27	0.59375	0.8272727272727273	0.7709563164108619	0.23352272727272727	0.05631641086186534	
20	0	0	0.625	0.8272727272727273	0.7709563164108619	0.20227272727272727	0.05631641086186534	
21	0	3	0.65625	0.8272727272727273	0.7744982290436837	0.17102272727272727	0.052774498229043565	
22	0	0	0.6875	0.8272727272727273	0.7744982290436837	0.13977272727272727	0.052774498229043565	
23	0	0	0.71875	0.8272727272727273	0.7744982290436837	0.10852272727272727	0.052774498229043565	
24	18	111	0.75	0.990909090909091	0.9055489964580875	0.24090909090909096	0.08536009445100345	
25	1	66	0.78125	1.0	0.9834710743801655	0.21875	0.016528925619834545	
26	0	2	0.8125	1.0	0.9858323494687132	0.1875	0.014167650531286768	
27	0	1	0.84375	1.0	0.9870129870129871	0.15625	0.01298701298701288	
28	0	6	0.875	1.0	0.9940968122786306	0.125	0.005903187721369441	
29	0	1	0.90625	1.0	0.9952774498229044	0.09375	0.0047225501770955525	
30	0	0	0.9375	1.0	0.9952774498229044	0.0625	0.0047225501770955525	
31	0	2	0.96875	1.0	0.9976387249114522	0.03125	0.0023612750885477762	
32	0	2	1.0	1.0	1.0	0.0	0.0	
