Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity)	timeLagOverSchema	srcLagOverSchema
0	0	374	0.0	0.0	0.24254215304798962	0.0	-0.24254215304798962	
1	0	104	0.09090909090909091	0.0	0.3099870298313878	-0.09090909090909091	-0.3099870298313878	
2	0	16	0.18181818181818182	0.0	0.3203631647211414	-0.18181818181818182	-0.3203631647211414	
3	0	48	0.2727272727272727	0.0	0.3514915693904021	-0.2727272727272727	-0.3514915693904021	
4	0	520	0.36363636363636365	0.0	0.688715953307393	-0.36363636363636365	-0.688715953307393	
5	93	163	0.45454545454545453	0.8942307692307693	0.7944228274967574	0.43968531468531474	0.09980794173401186	
6	11	267	0.5454545454545454	1.0	0.96757457846952	0.4545454545454546	0.03242542153048	
7	0	1	0.6363636363636364	1.0	0.9682230869001296	0.36363636363636365	0.03177691309987041	
8	0	0	0.7272727272727273	1.0	0.9682230869001296	0.2727272727272727	0.03177691309987041	
9	0	0	0.8181818181818182	1.0	0.9682230869001296	0.18181818181818177	0.03177691309987041	
10	0	44	0.9090909090909091	1.0	0.9967574578469519	0.09090909090909094	0.003242542153048089	
11	0	5	1.0	1.0	0.9999999999999999	0.0	1.1102230246251565E-16	
