Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity)	timeLagOverSchema	srcLagOverSchema
0	23	371	0.0	1.0	0.4344262295081967	1.0	0.5655737704918034	
1	0	8	0.041666666666666664	1.0	0.44379391100702575	0.9583333333333334	0.5562060889929743	
2	0	4	0.08333333333333333	1.0	0.4484777517564403	0.9166666666666666	0.5515222482435598	
3	0	1	0.125	1.0	0.4496487119437939	0.875	0.550351288056206	
4	0	61	0.16666666666666666	1.0	0.5210772833723654	0.8333333333333334	0.47892271662763464	
5	0	8	0.20833333333333334	1.0	0.5304449648711944	0.7916666666666666	0.4695550351288056	
6	0	155	0.25	1.0	0.711943793911007	0.75	0.28805620608899296	
7	0	4	0.2916666666666667	1.0	0.7166276346604216	0.7083333333333333	0.28337236533957844	
8	0	0	0.3333333333333333	1.0	0.7166276346604216	0.6666666666666667	0.28337236533957844	
9	0	5	0.375	1.0	0.7224824355971897	0.625	0.2775175644028103	
10	0	0	0.4166666666666667	1.0	0.7224824355971897	0.5833333333333333	0.2775175644028103	
11	0	0	0.4583333333333333	1.0	0.7224824355971897	0.5416666666666667	0.2775175644028103	
12	0	0	0.5	1.0	0.7224824355971897	0.5	0.2775175644028103	
13	0	0	0.5416666666666666	1.0	0.7224824355971897	0.45833333333333337	0.2775175644028103	
14	0	0	0.5833333333333334	1.0	0.7224824355971897	0.41666666666666663	0.2775175644028103	
15	0	0	0.625	1.0	0.7224824355971897	0.375	0.2775175644028103	
16	0	0	0.6666666666666666	1.0	0.7224824355971897	0.33333333333333337	0.2775175644028103	
17	0	199	0.7083333333333334	1.0	0.9555035128805621	0.29166666666666663	0.04449648711943788	
18	0	0	0.75	1.0	0.9555035128805621	0.25	0.04449648711943788	
19	0	12	0.7916666666666666	1.0	0.9695550351288057	0.20833333333333337	0.030444964871194302	
20	0	4	0.8333333333333334	1.0	0.9742388758782202	0.16666666666666663	0.025761124121779777	
21	0	0	0.875	1.0	0.9742388758782202	0.125	0.025761124121779777	
22	0	8	0.9166666666666666	1.0	0.9836065573770493	0.08333333333333337	0.016393442622950727	
23	0	8	0.9583333333333334	1.0	0.9929742388758783	0.04166666666666663	0.007025761124121677	
24	0	6	1.0	1.0	1.0	0.0	0.0	
