Month	SchActivity	PrjActivity	cumulPtime	cumulSchActivity	cumulPrjActivity)	timeLagOverSchema	srcLagOverSchema
0	14	29	0.0	0.9333333333333333	0.11740890688259109	0.9333333333333333	0.8159244264507423	
1	0	0	0.03225806451612903	0.9333333333333333	0.11740890688259109	0.9010752688172043	0.8159244264507423	
2	1	111	0.06451612903225806	1.0	0.5668016194331984	0.935483870967742	0.4331983805668016	
3	0	1	0.0967741935483871	1.0	0.5708502024291499	0.9032258064516129	0.42914979757085014	
4	0	0	0.12903225806451613	1.0	0.5708502024291499	0.8709677419354839	0.42914979757085014	
5	0	0	0.16129032258064516	1.0	0.5708502024291499	0.8387096774193549	0.42914979757085014	
6	0	53	0.1935483870967742	1.0	0.785425101214575	0.8064516129032258	0.21457489878542502	
7	0	0	0.22580645161290322	1.0	0.785425101214575	0.7741935483870968	0.21457489878542502	
8	0	3	0.25806451612903225	1.0	0.7975708502024292	0.7419354838709677	0.20242914979757076	
9	0	2	0.2903225806451613	1.0	0.805668016194332	0.7096774193548387	0.19433198380566796	
10	0	1	0.3225806451612903	1.0	0.8097165991902835	0.6774193548387097	0.1902834008097165	
11	0	0	0.3548387096774194	1.0	0.8097165991902835	0.6451612903225806	0.1902834008097165	
12	0	2	0.3870967741935484	1.0	0.8178137651821863	0.6129032258064516	0.1821862348178137	
13	0	0	0.41935483870967744	1.0	0.8178137651821863	0.5806451612903225	0.1821862348178137	
14	0	0	0.45161290322580644	1.0	0.8178137651821863	0.5483870967741935	0.1821862348178137	
15	0	0	0.4838709677419355	1.0	0.8178137651821863	0.5161290322580645	0.1821862348178137	
16	0	0	0.5161290322580645	1.0	0.8178137651821863	0.4838709677419355	0.1821862348178137	
17	0	0	0.5483870967741935	1.0	0.8178137651821863	0.4516129032258065	0.1821862348178137	
18	0	0	0.5806451612903226	1.0	0.8178137651821863	0.4193548387096774	0.1821862348178137	
19	0	0	0.6129032258064516	1.0	0.8178137651821863	0.3870967741935484	0.1821862348178137	
20	0	0	0.6451612903225806	1.0	0.8178137651821863	0.3548387096774194	0.1821862348178137	
21	0	0	0.6774193548387096	1.0	0.8178137651821863	0.32258064516129037	0.1821862348178137	
22	0	0	0.7096774193548387	1.0	0.8178137651821863	0.29032258064516125	0.1821862348178137	
23	0	0	0.7419354838709677	1.0	0.8178137651821863	0.25806451612903225	0.1821862348178137	
24	0	19	0.7741935483870968	1.0	0.8947368421052633	0.22580645161290325	0.10526315789473673	
25	0	0	0.8064516129032258	1.0	0.8947368421052633	0.19354838709677424	0.10526315789473673	
26	0	0	0.8387096774193549	1.0	0.8947368421052633	0.16129032258064513	0.10526315789473673	
27	0	0	0.8709677419354839	1.0	0.8947368421052633	0.12903225806451613	0.10526315789473673	
28	0	0	0.9032258064516129	1.0	0.8947368421052633	0.09677419354838712	0.10526315789473673	
29	0	0	0.9354838709677419	1.0	0.8947368421052633	0.06451612903225812	0.10526315789473673	
30	0	0	0.967741935483871	1.0	0.8947368421052633	0.032258064516129004	0.10526315789473673	
31	0	26	1.0	1.0	1.0	0.0	0.0	
