Date;hash;release
975517211;634c36282ba5f2fe05eb8da25e4cfe25d67e2210;refs/tags/cvs/attic/dec1-merge
995647727;74343f6426a01e289dcdc5cd9bc51e2275edbccf;refs/tags/cvs/attic/ensembl-110-temporary-tag
1160732776;da46f46589ffbd44081faaa09fdacb1ac9a50a5a;refs/tags/cvs/attic/ensembl-41-mergpoint-4
1193648238;9317b407a93ca7ee1a41cfe9c4455f6f216356a1;refs/tags/cvs/attic/ensembl-47-mergepoint-1
1193065106;1a92566754648dc378ade25e949d03eb8dae2841;refs/tags/cvs/attic/ensembl-47-mp-1
1372336585;3dbae551ce7a9102c1d472d7e814d07eeb14a42b;refs/tags/cvs/attic/ensembl_all_alleles
943365845;b3266ec0688a85409023ab46ac4128cb8a8e7856;refs/tags/cvs/attic/ensembl_simple_schema_01
1361370354;820cbb6994889578126bb5db0df5b42f029ee64d;refs/tags/cvs/attic/expression_data
970683766;a1cdd518f083fef0c176cf21bfd901cddafa25fe;refs/tags/cvs/attic/freeze-june-15
976111766;4482a11c776bb81b7976799d40a7833ac1468b7c;refs/tags/cvs/attic/humpub-lace-1
1022665502;3a9f39ebd39215816d456565f9c2551611c86bd2;refs/tags/cvs/attic/humpub-release-26
1034092216;54f649a38cd539ee27c8a7ab1d67c6c3bf2003a3;refs/tags/cvs/attic/humpub-release-28
1220349143;17fac3798876ac5824adb096e3d3b2e46c592669;refs/tags/cvs/attic/ianl_xref_update
962468434;27aaf5a770e02a21e4253f083aa4a9bcec8e3b75;refs/tags/cvs/attic/july-1-520-after-fixing-convention-bug
962394153;4f1d323732b5988a113307727ef1418610671fde;refs/tags/cvs/attic/june-before-dinner
1146573623;93d2e88618a4f2c0eeaa4d45e4f54bfeb18bbca5;refs/tags/cvs/attic/mapper_unique_cache_fix
1149675433;0ae61e75f7d0dd2f5a0f8a993194d0b937fc8897;refs/tags/cvs/attic/mapper_unique_cache_fix_branch
1335532240;ca29b44e95ad76711bd1d64e27550022680b762d;refs/tags/cvs/attic/merge-eg-misc-scripts
1058262051;e63233866f507654f254b94b322beef6620fb21b;refs/tags/cvs/attic/michele_branch
1058262052;d70ef8c64ae62758c4abc8ac88ef984548b2282d;refs/tags/cvs/attic/michele_branch2
1216894652;5e8a3a94331a524b3fa159953699097f50444425;refs/tags/cvs/attic/multispecies-core-dev
1155285093;0c9fad95116be8e74050821537d3e0fa2e95fab4;refs/tags/cvs/attic/pre-mapper-fix
1336640876;67ec4cd23b3742e97180bc87629c34e8ce3d1aaf;refs/tags/cvs/attic/pre-merge-eg-misc-scripts
1216819548;c04d67da261425d59363a0d1d687c490813eea53;refs/tags/cvs/attic/pre-multispecies-merge
